question_id,document_id,question_type,question,recall_at_3,answer_correctness,generated_answer,retrieved_chunk_1,retrieved_chunk_2,retrieved_chunk_3
47,6,multi_passage,What does the article say about Lake Malawi's biological richness and the country's economic dependence on agriculture?,0.5,0.5,"The article describes Lake Malawi as exceptionally biologically rich, particularly for its fish: it contains hundreds of fish species, many of them endemic, and is considered one of the world’s most important centers of freshwater biodiversity.

Malawi’s economy depends heavily on agriculture. About 85% of the population lives in rural areas and more than 80% engages in subsistence farming. Agriculture contributes roughly 27% of GDP—over one-third in some descriptions—and generates about 90% of export revenues, despite the services sector contributing the largest share of GDP.","decreasing from 24% in 1990 to 15% in 2007.[82] In January 2015, southern Malawi was hit by floods. These floods affected more than a million people across the country, including 336,000 who were displaced, according to UNICEF. Over 100 people were killed, and an estimated 64,000 hectares of cropland were washed away.[83] The economy is predominantly agricultural. Over 80% of the population is engaged in subsistence farming, even though agriculture only contributed to 27% of GDP in 2013. The services sector accounts for more than half of GDP (54%), compared to 11% for manufacturing and 8% for other industries, including natural uranium mining. Malawi invests more in agriculture (as a share of GDP) than any other African country: 28% of GDP.[84][85][86] Beginning in 2006, the country began mixing unleaded petrol with 10% ethanol, produced in-country at two plants, to reduce dependence on imported fuel. In 2006, in response to low agricultural harvests, Malawi began a programme of","some 200 mammals, 650 birds, 30+ mollusks, and 5,500+ plant species.[72] Seven terrestrial ecoregions lie within Malawi's borders: Central Zambezian miombo woodlands, Eastern miombo woodlands, Southern miombo woodlands, Zambezian and mopane woodlands, Zambezian flooded grasslands, South Malawi montane forest-grassland mosaic, and Southern Rift montane forest-grassland mosaic.[73] There are five national parks, four wildlife and game reserves and two other protected areas.[74] The 2019 Forest Landscape Integrity Index mean score was 5.74/10, ranking it 96th globally out of 172 countries.[75] Malawi is among the world's least developed countries. Around 85% of the population lives in rural areas. The economy is based on agriculture, and more than one-third of GDP and 90% of export revenues come from this. In the past, the economy has been dependent on substantial economic aid from the World Bank, the International Monetary Fund (IMF), and other countries.[53] Malawi was ranked the 119th","fertilizer subsidies, the Fertiliser Input Subsidy Programme (FISP). It has been reported that this programme, championed by the country's president, is causing Malawi to become a net exporter of food to nearby countries.[87] The FISP ended with President Mutharika's death. In 2020, the programme was replaced with the Affordable Inputs Program (AIP), which extends the subsidy on maize seed and fertiliser to sorghum and rice seed.[88] Agriculture and industry Children attending a farmer meeting in Nalifu village, Mulanje GDP in Southern African Development Community countries by economic sector, 2013 or closest year[93] The main agricultural products include tobacco, sugarcane, cotton, tea, corn, potatoes, sorghum, cattle, and goats. The main industries are tobacco, tea, and sugar processing, sawmill products, cement, and consumer goods. The industrial production growth rate is estimated at 10% (2009). The country makes no significant use of natural gas. As of 2008, Malawi does not"
48,7,multi_passage,How does the article describe Kenya's cultural diversity and the sectors associated with recent economic expansion?,0.5,1.0,"The article portrays Kenya as a culturally diverse country with many ethnic communities, languages, and traditions. Its recent economic expansion is associated mainly with tourism, higher education, telecommunications and ICT, finance, transport infrastructure, and improved agricultural performance—especially the tea sector.","engulfed the country. Telecommunications and financial activity over the last decade now comprise 62% of GDP. 22% of GDP still comes from the unreliable agricultural sector which employs 75% of the labour force (a characteristic of under-developed economies that have not attained food security). A small portion of the population Human rights Economy Kenya, trends in the Human Development Index (1970–2010) Amboseli National Park relies on food aid.[177] Industry and manufacturing is the smallest sector, accounting for 16% of GDP. The services, industry and manufacturing sectors only employ 25% of the labour force but contribute 75% of GDP.[176] Kenya also exports textiles worth over $400 million under AGOA. Privatisation of state corporations like the defunct Kenya Post and Telecommunications Company, which resulted in East Africa's most profitable company—Safaricom, has led to their revival because of massive private investment. As of May 2011, economic prospects were positive with","police.[168][169] Kenya's macroeconomic outlook has steadily posted robust growth over the past few decades mostly from road, rail, air and water transport infrastructure projects as well as massive investments in Information and Communication Technology. The Kenyan economy is the largest in East Africa. After independence, Kenya promoted rapid economic growth through public investment, encouraged smallholder agricultural production and provided incentives for private industrial investment. Kenya is East Africa's regional transportation and financial hub. Kenya's financial sector is vibrant, well developed and diversified boasting the highest financial inclusion in the region and globally.[170] Foreign investments in Kenya remain relatively weak considering the size of its economy and its level of development. As of 2022, Kenya's total FDI stock stood at US$10.4 billion, accounting for a mere 9.5% of the country's GDP.[171] Kenya has a Human Development Index (HDI) of 0.628 (medium),","ranked 143 out of 193 in the world as of 2023. As of 2022, 25.4% of Kenyans lived on less than $2.15 a day.[172] Based on the most recent data from 2022, 25.4% of the population is affected by multidimensional poverty and an additional 26.4% vulnerable to it.[173][172] In 2017, Kenya ranked 92nd in the World Bank ease of doing business rising from 113th in 2016 (of 190 countries).[174] The important agricultural sector employs around 30% of the workforce.[175] Kenya is usually classified as a frontier market or occasionally an emerging market, and is one of the Developing countries. The economy has seen much expansion, seen by strong performance in tourism, higher education and telecommunications and decent post-drought results in agriculture, especially the vital tea sector.[176] Kenya's economy grew by more than 7% in 2007, and its foreign debt was greatly reduced.[176] This changed immediately after the disputed presidential election of December 2007, following the chaos which"
49,8,multi_passage,How are Botswana's independence and the importance of its mineral industry described?,0.5,0.5,"At independence, Botswana was described as extremely poor, with low literacy, limited infrastructure, and an economy dependent mainly on cattle farming and South Africa. Under Seretse Khama, the government invested in roads, schools, and public services.

The mineral industry—especially diamonds discovered in 1967—was portrayed as transformative. Through the government’s partnership with De Beers and the creation of Debswana, diamond revenues financed development and helped make Botswana one of Africa’s fastest-growing economies. Minerals provide roughly 40% of government revenue, although the country remains economically vulnerable because of its dependence on diamond mining.","system.[88][89][44][90][91] Botswana was extremely poor at independence, with low literacy, little infrastructure, and an economy heavily dependent on cattle farming and South Africa.[92][93][94] Independence–present Seretse Khama (right) and Quett Masire (left) at independence talks in London, 1965 Under Seretse Khama, the government invested in roads, schools, and other public services.[95][96][97] The discovery of diamonds in 1967 transformed the economy.[98][99][100] Partnerships with De Beers and the creation of Debswana allowed the government to gain substantial diamond revenue, helping Botswana become one of Africa's fastest-growing economies.[101][102] After Seretse Khama's death in 1980, then Vice-President of Botswana Quett Masire became the president of Botswana.[103] Quett Masire continued Khama's development policies, preserving faith in the government.[104] Strong opposition of the Botswana Democratic Party started gaining traction in the 1890s, with many opposition","credit rating in Africa and has stockpiled foreign exchange reserves (over $7 billion in 2005/2006) amounting to almost two and a half years of current imports.[195] The constitution provides for an independent judiciary, and the government respects this in practice. The legal system is sufficient to conduct secure commercial dealings, although a growing backlog of cases prevents timely trials. Botswana is ranked second only to South Africa among sub-Saharan African countries in the 2014 International Property Rights Index.[196] In Botswana, the Department of Mines and Mineral Resources, Green Technology and Energy Security maintains data regarding mining throughout the country.[198][199] Debswana, the largest diamond mining company operating in Botswana, is a joint venture, 50% owned by the government.[200] The mineral industry provides about 40% of all government revenues.[201] Botswana has not begun mining uranium; however, the Letlhakane Uranium Project in Africa is one of the","estimate, it has the fourth-highest gross national income at purchasing power parity in Africa, giving it a relatively high standard of living in Africa, around that of Mexico.[190] As of 2022, the unemployment rate stood at 25.4%, while youth unemployment reached 45.41% in 2023.[191][192] The latest available data from 2015/2016 estimate that 17.2% of Botswana's population is multidimensionally poor, with an additional 19.7% at risk.[193] The Ministry of Trade and Industry of Botswana is responsible for promoting business development throughout the country. According to the International Monetary Fund, economic growth averaged over 9% per year from 1966 to 1999. Botswana has a high level of economic freedom compared to other African countries.[194] The government has maintained a sound fiscal policy, despite consecutive budget Economy The Jwaneng diamond mine, richest in the world[197] deficits in 2002 and 2003, and a negligible level of foreign debt. It earned the highest sovereign"
50,9,multi_passage,What does the article say about Cabinda's geographic status and the importance of oil and diamonds to Angola's economy?,0.0,1.0,"Cabinda is an **Angolan exclave**, geographically separated from the rest of Angola by the Democratic Republic of the Congo, though it borders the Republic of the Congo and the DRC.

Its offshore oil reserves make it extremely important economically: Cabinda produces **more than half of Angola’s oil output** and is nicknamed the “Kuwait of Africa.” More broadly, **oil and diamonds together account for about 60% of Angola’s economy**, nearly all of its government revenue, and the country’s dominant exports.","are citizens of neighbouring countries. Population estimates are, however, highly unreliable. Consisting largely of tropical forest, Cabinda produces hardwoods, coffee, cocoa, crude rubber, and palm oil. Exclave of Cabinda Tete António, Angola's Foreign Minister Soldiers of the Angolan Armed Forces in full dress uniform The product for which it is best known, however, is its oil, which has given it the nickname the Kuwait of Africa. Cabinda's petroleum production from its considerable offshore reserves now accounts for more than half of Angola's output.[98] Most of the oil along its coast was discovered under Portuguese rule by the Cabinda Gulf Oil Company (CABGOC) from 1968 onwards. Ever since Portugal handed over sovereignty of its former overseas province of Angola to the local independence groups (MPLA, UNITA and FNLA), the territory of Cabinda has been a focus of separatist guerrilla actions opposing the Government of Angola (which has employed its armed forces, the FAA— Forças","though the stock market itself was only expected to commence trading in 2016.[138] The Economist reported in 2008 that diamonds and oil make up 60% of Angola's economy, almost all of the country's revenue and all of its dominant exports.[139] Growth is almost entirely driven by rising oil production which surpassed 1.4 million barrels per day (220,000 m3/d) in late 2005 and was expected to grow to 2 million barrels per day (320,000 m3/d) by 2007. Control of the oil industry is consolidated in Sonangol Group, a conglomerate owned by the Angolan government. In December 2006, Angola was admitted as a member of OPEC.[140] In December 2023 Angola announced its withdrawal from OPEC, effective January 2024, ending 16 years of membership after a dispute over the crude-oil production quota the group had assigned to the country.[141] In 2022, the country produced an average of 1.165 million barrels of oil per day, according to Agência Nacional de Petróleo, Gás e Biocombustíveis (ANPG), the","national oil, gas and biofuels agency.[142] ""China has extended three multi-billion dollar lines of credit to the Angolan government; two loans of $2 billion from China Exim Bank, one in 2004, the second in 2007, as well as one loan in 2005 of $2.9 billion from China International Fund Ltd.""[143][144][145][146] Natural resources Capanda Dam on the Cuanza Growing oil revenues also created opportunities for corruption: according to a recent Human Rights Watch report, US$32 billion disappeared from government accounts in 2007–2010.[147] Furthermore, Sonangol, the state-run oil company, controls 51% of Cabinda's oil. Due to this market control, the company ends up determining the profit received by the government and the taxes it pays. The council of foreign affairs states that the World Bank mentioned that Sonangol is a taxpayer, it carries out quasi-fiscal activities, it invests public funds, and, as concessionaire, it is a sector regulator. This multifarious work programme creates"
51,0,no_answer,What is Mozambique's national bird?,,0.0,Mozambique’s national bird is the **lilac-breasted roller** (*Coracias caudatus*).,"dissipating. The resulting flooding caused significant infrastructure damage, with more than 22,000 houses affected, 60 health units flooded, and 1,265 km of roads damaged. Tens of thousands of hectares of crops were also affected during the flooding.[79][80][81] There are known to be 740 bird species in Mozambique, including 20 globally threatened species and two introduced species, and over 200 mammal species endemic to Mozambique, including the critically endangered Selous' zebra, Vincent's bush squirrel and 13 other endangered or vulnerable species. Protected areas include thirteen forest reserves, seven national parks, six nature reserves, three frontier conservation areas and three wildlife or game reserves. The Constitution of Mozambique stipulates that the President of the Republic functions as the head of state, head of government, commanderin-chief of the armed forces, and as a symbol of national unity.[82] They are directly elected for a five-year term via run-off voting.","Republic of Mozambique República de Moçambique (Portuguese) Flag Emblem Anthem: Pátria Amada (Portuguese) ""Beloved Homeland"" Mozambique Mozambique,[d] officially the Republic of Mozambique,[e] is a country in Southeast Africa bordered by the Indian Ocean to the east, Tanzania to the north, Malawi and Zambia to the northwest, Zimbabwe to the west, and Eswatini and South Africa to the south and southwest. The sovereign state is separated from the Comoros, Mayotte, and Madagascar through the Mozambique Channel to the east. The capital and largest city is Maputo. Between the 7th and 11th centuries, a series of Swahili port towns developed in the area, which contributed to the development of a distinct Swahili culture and dialect. In the late medieval period, these towns were frequented by traders from Somalia, Ethiopia, Egypt, Arabia, Persia, and India.[12] The voyage of Vasco da Gama in 1498 marked the arrival of the Portuguese, who began a gradual process of colonisation and settlement","religions. The country was named Moçambique by the Portuguese after the Island of Mozambique, derived from either Mussa Bin Bique, Musa Al Big, Mossa Al Bique, Mussa Ben Mbiki or Mussa Ibn Malik, an Arab trader who first visited the island and later lived there[17] and was still alive when Vasco da Gama called at the island in 1498.[18] The islandtown was the capital of the Portuguese colony until 1898, when it was moved south to Lourenço Marques (now Maputo). 62.0% Christianity 27.3% Catholic 16.7% Evangelical 16.3% Zionist churches 1.7% Anglican Etymology History Bantu migrations • Density 43.5/km2 (112.7/sq mi) (176th) GDP (PPP) 2025 estimate • Total $61.950 billion[9] (126th) • Per capita $1,730[9] (182nd) GDP (nominal) 2025 estimate • Total $23.770 billion[9] (120th) • Per capita $663[9] (183rd) Gini (2022) 49.6[10] high inequality HDI (2023) 0.493[11] low (183rd) Currency Metical (MZN) Time zone UTC+2 (CAT) Calling code +258 ISO 3166 code MZ Internet TLD .mz"
52,1,no_answer,What is Tanzania's national bird?,,0.0,Tanzania’s national bird is the **grey crowned crane** (*Balearica regulorum*).,"Tanzania, Gombe Stream National Park was the site of Jane Goodall's study of chimpanzee behaviour, which started in 1960.[97][98] Tanzania is highly biodiverse and contains a wide variety of animal habitats.[99] On Tanzania's Serengeti plain, white-bearded wildebeest (Connochaetes taurinus mearnsi), other bovids and zebra[100] participate in a large-scale annual migration. Tanzania is home to about 130 amphibian and over 275 reptile species, many of them strictly Climate Wildlife and conservation The Masai giraffe is Tanzania's national animal. endemic and included in the International Union for Conservation of Nature's Red Lists of countries.[101] Tanzania has the largest lion population in the world.[102] Tanzania had a 2019 Forest Landscape Integrity Index mean score of 7.13/10, ranking it 54th globally out of 172 countries.[103] Tanzania is a one-party dominant state with the Chama Cha Mapinduzi (CCM) party in power. From its formation until 1992, it was the only legally permitted","United Republic of Tanzania Jamhuri ya Muungano wa Tanzania (Swahili) Flag Coat of arms Motto: ""Uhuru na Umoja"" ""Freedom and Unity"" Anthem: ""Mungu ibariki Afrika"" ""God bless Africa""[1] Capital Dodoma 6°10′S 35°44′E Tanzania Tanzania,[c] officially the United Republic of Tanzania,[d] is a country in East Africa within the African Great Lakes region. It is bordered by Uganda to the northwest, Kenya to the northeast, the Indian Ocean to the east, Mozambique and Malawi to the south, Zambia to the southwest, and Rwanda, Burundi, and the Democratic Republic of the Congo to the west. According to a 2024 estimate, Tanzania has a population of around 67.5 million,[7] making it the most populous African country located entirely south of the equator. Many important hominid fossils have been found in Tanzania. In the Stone and Bronze Age, prehistoric migrations into Tanzania included Southern Cushitic speakers similar to modern day Iraqw people, who moved south from present-day Ethiopia;[15]","getting somewhat established in Dar es Salaam, Arusha and Mwanza. It was transitioning from English performances of hip-hop originating in uzunguni, rich areas like Oysterbay and Masaki with international schools, to Kiswahili performances of kizazi kipya, originating in uswahilini.[285] Following the opening of the radio waves, bongo flava spreading throughout the country, and the rest of the Great Lakes.[279] The Tanzanian national anthem is ""Mungu Ibariki Africa"" (God Bless Africa). It has Kiswahili lyrics adapted for ""Nkosi Sikelel' iAfrika"" composed by South African composer Enoch Sontonga in 1897.[287] ""Nkosi Sikelel' iAfrika"" became a pan-African song adapted into the current national anthems for Tanzania, Zambia, and following the end of apartheid South Africa.[288] It was previously used in the national anthems for Zimbabwe and Namibia, but has since been replaced by original new anthems. Another patriotic song is Tanzania, Tanzania. Tanzania Broadcasting Corporation Tanzania"
53,2,no_answer,What is South Africa's national bird?,,0.0,South Africa’s national bird is the **blue crane** (*Anthropoides paradiseus*).,"and 2025.[143] Biodiversity The national animal of South Africa is the springbok. South Africa signed the Rio Convention on Biological Diversity on 4 June 1994 and became a party to the convention on 2 November 1995.[144] It has subsequently produced a National Biodiversity Strategy and Action Plan, which was received by the convention on 7 June 2006.[145] The country is ranked sixth out of the world's seventeen megadiverse countries.[146] Ecotourism in South Africa has become more prevalent in recent years, as a possible method of maintaining and improving biodiversity. Numerous mammals are found in the Bushveld including lions, African leopards, South African cheetahs, southern white rhinos, blue wildebeest, kudus, impalas, hyenas, hippopotamuses and South African giraffes. A significant extent of the Bushveld exists in the north-east including Kruger National Park and the Sabi Sand Game Reserve, as well as in the far north in the Waterberg Biosphere. South Africa houses many endemic","World Heritage Sites in Africa,[28] and is a biodiversity hotspot with unique biomes, plant, and animal life. South Africa encompasses a variety of cultures, languages, and religions, and has been called the ""rainbow nation"", especially in the wake of apartheid, to describe its diversity.[29] Since the end of apartheid, government accountability and quality of life have substantially improved for non-white citizens.[30] However, crime, violence, poverty, and inequality remain widespread, with about 32% of the population unemployed as of 2024,[31][32] while some 56% lived below the poverty line in 2014.[33][34] Having the highest Gini coefficient of 0.67, South Africa is considered one of the most economically unequal countries in the world.[35][36] The name ""South Africa"" is derived from the country's geographic location at the southern tip of Africa. Upon formation, the country was named the Union of South Africa in English and Unie van Zuid-Afrika in Dutch, Etymology Khoe languages","Republic of South Africa (in other official languages)[1] Afrikaans Republiek van Suid-Afrika Southern Ndebele iRiphabliki yeSewula Afrika Northern Sotho Repabliki ya Afrika-Borwa Swazi iRiphabhlikhi yoMzantsi Afrika Sotho Rephaboliki ya Afrika Borwa Tswana Rephaboliki ya Aforika Borwa Tsonga Riphabliki ya Afrika Dzonga Venda Riphabuḽiki ya Afurika Tshipembe Xhosa IRiphablikhi yoMzantsi- Afrika Zulu iRiphabhuliki yaseNingizimu Afrika Flag Coat of arms Motto: ""ǃke e꞉ ǀxarra ǁke"" (ǀXam) ""Unity in diversity"" Anthem: ""National Anthem of South Africa"" South Africa South Africa, officially the Republic of South Africa (RSA), is the southernmost country in Africa.[d] The country consists of nine provinces, and is bounded to the south by 2,798 kilometres (1,739 miles) of coastline that stretches along the South Atlantic and Indian Ocean;[16][17][18] to the north by the neighbouring countries of Namibia, Botswana, and Zimbabwe; and to the east and northeast by Mozambique and Eswatini. South"
54,3,no_answer,What is Eswatini's national bird?,,0.0,"Eswatini’s national bird is the **purple-crested turaco** (*Tauraco porphyreolophus*), also known as the purple-crested lourie.","South-central black rhinoceros and seven other endangered or vulnerable species.[77] Eswatini is rich in Biodiversity and conservation Mswati III has been king of Eswatini since 1986. bird life, including white-backed vultures, white-headed, lappet-faced and Cape vultures, raptors such as martial eagles, bateleurs, and long-crested eagles, and the southernmost nesting site of the marabou stork.[78] Eswatini is an absolute monarchy with constitutional provision and Swazi law and customs.[79] The head of state is the king or ngwenyama (lit. 'lion'), currently King Mswati III, who ascended to the throne in 1986 after the death of his father King Sobhuza II in 1982 and a period of regency. According to the country's constitution, the ngwenyama is a symbol of unity and the eternity of the Swazi nation.[80] By tradition, the king reigns along with his mother (or a ritual substitute), the ndlovukati (lit. 'she-elephant'). The former was viewed as the administrative head of state and the","pegged to the South African rand. Eswatini's major overseas trading partners are the United States[20] and 0:000:00 / 0:00/ 0:00 Capital Mbabane (executive) Lobamba (legislative) 26°30′S 31°30′E Largest city Mbabane Official languages Swazi · English Ethnic groups (2017) 97% Emaswati 3% others Religion (2017) 7.4% no religion 2.5% traditional faiths 0.8% others[1][2] Demonym Swazi[a] Government Unitary diarchic[3] absolute monarchy the European Union.[21] The majority of the country's employment is provided by its agricultural and manufacturing sectors. Eswatini is a member of the Southern African Development Community, the African Union, the Commonwealth of Nations, and the United Nations. Eswatini's government is an absolute monarchy, the last of its kind in Africa.[22] The country has been ruled by King Mswati III since 1986.[23][24] Elections are held every five years to determine the House of Assembly and the Senate majority, but political parties are prohibited from running.[25]","Kingdom of Eswatini Umbuso weSwatini (Swazi) Flag Coat of arms Motto: ""Siyinqaba"" (Swazi) ""We are the fortress"" Anthem: ""Nkulunkulu Mnikati wetibusiso temaSwati"" ""Oh God, Giver of Blessings to the Swazi"" Eswatini Eswatini,[b] formally the Kingdom of Eswatini (historically called KaNgwane[12]), also known by its former official names Swaziland[c] and the Kingdom of Swaziland,[13][14] is a landlocked country in Southern Africa. It is bordered by South Africa on all sides except the east, where it shares a border with Mozambique. At no more than 200 km (120 mi) north to south and 130 km (81 mi) east to west, Eswatini is the second smallest country in continental Africa. However, its climate and topography are diverse, ranging from a cool and mountainous highveld to a hot and dry lowveld. The executive capital and largest city is Mbabane, and the legislative and second capital is Lobamba. The population is composed primarily of ethnic Swazis. The prevalent language is Swazi (siSwati in"
55,4,no_answer,What is Lesotho's national bird?,,0.0,"Lesotho’s national bird is the **bearded vulture** (*Gypaetus barbatus*), also known as the **lammergeier**.","food insecurity.[60] The report found that between July 2019 and June 2020 640,000 people in Lesotho are expected to be affected by food insecurity as a result of ""unproductive harvests as well as the corresponding rise in food prices because of the drought"".[61] There are 339 bird species in Lesotho, including 10 globally threatened species and two introduced species, 17 reptile species, including geckos, snakes and lizards, and 60 mammal species endemic to Lesotho, including the endangered white-tailed rat. Lesotho's flora is alpine, due to mountainous terrain. The Katse Botanical Gardens houses a collection of medicinal plants and has a seed bank of plants from the Malibamatšo River area.[62][63] Three terrestrial ecoregions lie within Lesotho's boundaries: Drakensberg altimontane grasslands and woodlands, Drakensberg montane grasslands, and Highveld grasslands.[64] The economy of Lesotho is based on agriculture, livestock, manufacturing and mining, and depends workers' remittances","Kingdom of Lesotho Naha ea Lesotho (Sotho) Flag Coat of arms Motto: ""Khotso, Pula, Nala"" ""Peace, Rain, Prosperity"" Anthem: Lesotho fatše la bo-ntat'a rona (English: ""Lesotho, Land of Our Fathers"") Capital and largest city Maseru 29°18′54″S 27°29′13″E Official languages Sesotho · English Ethnic groups (2020) 99.7% Basotho 0.3% others Religion (2020)[1] 92.1% Christianity 6.6% traditional faiths 1.0% no religion 0.3% others Demonyms Mosotho (singular) Basotho (plural) Lesotho Lesotho (/lɪˈsuːtuː/ ⓘ lih-SOO-too;[6][7] Sotho pronunciation: [lɪˈsʊːtʰʊ]),[a] officially the Kingdom of Lesotho[b], is a landlocked country in Southern Africa. Surrounded by South Africa, it is the largest of the three sovereign enclaves. Lesotho is located in the Maloti Mountains, with the highest peak in southern Africa.[9] It has an area of over 30,000 km2 (11,600 mi2), with a population of about 2.3 million. Its capital and largest city is Maseru. Lesotho was formed in 1824 by King Moshoeshoe I. Continuous","Africa (81% as of 2021). Lesotho is a member of the United Nations, the Non-Aligned Movement, the Commonwealth of Nations, the African Union, and the Southern African Development Community. 0:000:00 / 0:00/ 0:00 Location of Lesotho (dark green) History Government Unitary parliamentary constitutional monarchy • Monarch Letsie III • Prime Minister Sam Matekane Legislature Parliament • Upper house Senate • Lower house National Assembly Independence from the United Kingdom • Basutoland 18 March 1884 • Independence declared 4 October 1966 Area • Total 30,355 km2 (11,720 sq mi) (137th) • Water (%) negligible Population • 2024 estimate 2,116,427[2] (145th) • Density 68.1/km2 (176.4/sq mi) (138th) GDP (PPP) 2023 estimate • Total $6.915 billion[3] (168th) • Per capita $3,234[3] (164th) GDP (nominal) 2023 estimate • Total $2.373 billion[3] (184th) • Per capita $1,110[3] (169th) Gini (2017) 44.9[4] medium inequality HDI (2023) 0.550[5] medium (167th) Currency Lesotho loti (LSL) South African rand"
56,5,no_answer,What is Zimbabwe's national bird?,,0.0,"Zimbabwe’s national bird is the **Zimbabwe Bird**, generally believed to represent the **bateleur eagle**.","has improved and self-censorship has declined, but journalists are still often attacked or arrested"".[326] The government also bans many foreign broadcasting stations from Zimbabwe, including the CBC, Sky News, Channel 4, American Broadcasting Company, Australian Broadcasting Corporation, and Fox News. News agencies and newspapers from other Western countries and South Africa have also been banned from the country. The stone-carved Zimbabwe Bird appears on the national flags and the coats of arms of both Zimbabwe and Rhodesia, as well as on banknotes and coins (first on Rhodesian pound and then Rhodesian dollar). It probably represents the bateleur eagle or the African fish eagle.[329][330] The famous soapstone bird carvings stood on walls and monoliths of the ancient city of Great Zimbabwe.[331] Balancing rocks are geological formations all over Zimbabwe. The rocks are perfectly balanced without other supports. They are created when ancient granite intrusions are exposed to","translated into all three of the main languages of Zimbabwe.[333] National symbols Countries portal Africa portal Geography portal Outline of Zimbabwe a. The Parliament of Zimbabwe sits at Mount Hampden[3] b. Mainly majority Shona and minority Ndebele c. Includes those of Asian descent d. (/zɪmˈbɑːbweɪ, -wi/ ⓘ; Shona pronunciation: [zi.ᵐba.ɓwe]) 1. After the Zimbabwean dollar was suspended indefinitely from 12 April 2009, the euro, United States dollar, pound sterling, South African rand, Botswana pula, Australian dollar, Chinese yuan, Indian rupee and Japanese yen have been used as legal tenders. 1. ""Zimbabwe"" (https://news.google.com/newspapers?id=AFwtAAAAIBAJ&pg=3340,2548451& dq=zimbabwe+unity-freedom-work&hl=en). The Beaver County Times. 13 September 1981. Retrieved 2 November 2011. 2. ""The World Factbook – Zimbabwe"" (https://web.archive.org/web/20260112070305/https://w ww.cia.gov/the-world-factbook/countries/zimbabwe). Central Intelligence Agency. 2 December 2021. Archived from","Republic of Zimbabwe (in other official languages) Northern Ndebele Ilizwe laseZimbabwe Ndau Nyika yeZimbabwe Chichewa Dziko la Zimbabwe Shona Nyika yeZimbabwe Sotho Rephabliki ea Zimbabwe Tswana Lefatshe la Zimbabwe Tsonga Tiko ra Zimbabwe Venda Riphabuḽiki ya Zimbabwe Xhosa IRiphabhulikhi yaseZimbabwe Flag Coat of arms Motto: ""Unity, Freedom, Work""[1] Anthem: ""Blessed Be the Land of Zimbabwe""[2] Zimbabwe Zimbabwe,[d] officially the Republic of Zimbabwe, is a landlocked country in Southeast Africa, between the Zambezi and Limpopo River, bordered by South Africa to the south, Botswana to the southwest, Zambia to the north, and Mozambique to the east. The capital and largest city is Harare, and the second largest is Bulawayo. A country of roughly 17.3 million people per 2026 estimates,[16] Zimbabwe's largest ethnic groups are the Northern Ndebele and Shona, who make up 95% of the population, followed by the other smaller minorities. Zimbabwe has 16 official languages,[4] with English,"
57,6,no_answer,What is Malawi's national bird?,,0.0,Malawi’s national bird is the **African fish eagle** (*Haliaeetus vocifer*).,"List. Lake Malawi National Park was first listed in 1984, and the Chongoni Rock Art Area was listed in 2006.[71] Malawi's climate is hot in the low-lying areas in the south of the country and temperate in the northern highlands. The altitude moderates what would otherwise be an equatorial climate. Between November and April, the temperature is warm with equatorial rains and thunderstorms, with the storms reaching their peak severity in late March. After March, the rainfall rapidly diminishes, and from May to September, wet mists float from the highlands into the plateaus, with almost no rainfall during these months.[21] Animal life indigenous to Malawi includes mammals such as elephants, hippos, antelopes, buffaloes, big cats, monkeys, rhinos, and bats; a great variety of birds, including birds of prey, parrots, and falcons; waterfowl and large waders; and owls and songbirds. Lake Malawi has been described as having one of the richest lake fish faunas in the world, being the home for","Republic of Malawi Dziko la Malaŵi (Chichewa) Charu cha Malaŵi (Chitumbuka) Flag Coat of arms Motto: ""Unity and Freedom"" Anthem: Mulungu dalitsani Malaŵi ""O God Bless Our Land of Malawi"" Malawi Malawi,[a][9] officially the Republic of Malawi,[b] is a landlocked country in Southeast Africa. It is bordered by Zambia to the west, Tanzania to the north and northeast, and Mozambique to the east, south, and southwest. Malawi spans over 118,484 km2 (45,747 sq mi) and has a population of 22,224,282 (as of July 2025).[10] Lilongwe is its capital and largest city. The part of Africa now known as Malawi was settled around the 10th century by the Akafula, also known as the Abathwa. Later, the Bantu groups came and drove out the Akafula and formed various kingdoms such as the Maravi and Nkhamanga kingdoms, that flourished from the 16th century.[11][12] The British Empire began to consolidate control of the area following the 1890 British Ultimatum against the Portuguese, who had claimed the area","some 200 mammals, 650 birds, 30+ mollusks, and 5,500+ plant species.[72] Seven terrestrial ecoregions lie within Malawi's borders: Central Zambezian miombo woodlands, Eastern miombo woodlands, Southern miombo woodlands, Zambezian and mopane woodlands, Zambezian flooded grasslands, South Malawi montane forest-grassland mosaic, and Southern Rift montane forest-grassland mosaic.[73] There are five national parks, four wildlife and game reserves and two other protected areas.[74] The 2019 Forest Landscape Integrity Index mean score was 5.74/10, ranking it 96th globally out of 172 countries.[75] Malawi is among the world's least developed countries. Around 85% of the population lives in rural areas. The economy is based on agriculture, and more than one-third of GDP and 90% of export revenues come from this. In the past, the economy has been dependent on substantial economic aid from the World Bank, the International Monetary Fund (IMF), and other countries.[53] Malawi was ranked the 119th"
